area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up Area,1 Year,Basaveshwara Nagar,3 BHK,,2074,3.0,3.0,131.31
Built-up Area,Ready To Move,Vijayanagar,2 BHK,,1211,3.0,0.0,60.77
Plot Area,Ready To Move,Kengeri,2 BHK,,902,2.0,1.0,38.69
Plot Area,Ready To Move,Hebbal,2 BHK,,1107,3.0,3.0,63.65
Built-up Area,6 months,Bellandur,3 BHK,,1677,4.0,1.0,107.01
Plot Area,Ready To Move,Jayanagar,2 BHK,,1304,3.0,0.0,107.18
Super built-up Area,Ready To Move,Rajajinagar,1 BHK,,526,1.0,1.0,30.64
Super built-up Area,Ready To Move,Koramangala,3 BHK,,1598,3.0,1.0,144.46
Plot Area,6 months,Brookefield,3 BHK,,1402,4.0,0.0,73.04
Built-up Area,Ready To Move,Devanahalli,2 BHK,,1041,3.0,3.0,43.44
Plot Area,Ready To Move,JP Nagar,1 BHK,,629,1.0,0.0,42.93
Carpet Area,6 months,Hennur,2 BHK,,1217,3.0,3.0,60.36
Super built-up Area,6 months,Devanahalli,2 BHK,,940,3.0,3.0,43.54
Built-up Area,1 Year,Indiranagar,3 BHK,,1436,3.0,2.0,115.14
Carpet Area,Ready To Move,Sadashivanagar,2 BHK,,1088,3.0,1.0,104.64
Plot Area,6 months,Sarjapur Road,3 BHK,,1907,3.0,3.0,111.94
Super built-up Area,1 Year,Electronic City,4 BHK,,2632,4.0,3.0,122.83
Carpet Area,Ready To Move,Electronic City,2 BHK,,907,2.0,0.0,50.94
Built-up Area,6 months,Basaveshwara Nagar,5 BHK,,2661,6.0,3.0,204.46
Super built-up Area,6 months,BTM Layout,2 BHK,,1112,3.0,3.0,65.83
Plot Area,Ready To Move,Malleswaram,2 BHK,,1355,2.0,0.0,108.38
Plot Area,Ready To Move,Hennur,2 BHK,,1150,3.0,3.0,59.47
Super built-up Area,1 Year,JP Nagar,1 BHK,,517,2.0,1.0,35.67
Carpet Area,Ready To Move,Indiranagar,2 BHK,,1095,3.0,1.0,75.77
Super built-up Area,Ready To Move,Uttarahalli,2 BHK,,1118,2.0,0.0,45.99
Super built-up Area,Ready To Move,Devanahalli,3 BHK,,1852,3.0,3.0,90.42
Super built-up Area,6 months,Hennur,4 BHK,,1841,4.0,1.0,79.98
Carpet Area,1 Year,Mysore Road,3 BHK,,1642,4.0,2.0,72.4
Super built-up Area,1 Year,Kanakapura Road,2 BHK,,1223,2.0,0.0,55.6
Built-up Area,1 Year,Jayanagar,3 BHK,,1562,4.0,0.0,103.07
Plot Area,6 months,Indiranagar,3 BHK,,1793,4.0,1.0,125.67
Carpet Area,Ready To Move,Horamavu,4 BHK,,2157,5.0,0.0,104.63
Built-up Area,6 months,Horamavu,4 BHK,,2558,5.0,3.0,108.77
Super built-up Area,1 Year,Hosur Road,4 BHK,,1860,4.0,1.0,80.58
Built-up Area,Ready To Move,Hennur,2 BHK,,1358,3.0,2.0,63.88
Carpet Area,Ready To Move,Sadashivanagar,3 BHK,,1478,3.0,3.0,126.64
Plot Area,1 Year,Indiranagar,2 BHK,,979,3.0,2.0,72.31
Carpet Area,Ready To Move,Indiranagar,5 BHK,,3300,6.0,2.0,280.98
Super built-up Area,6 months,Sarjapur Road,2 BHK,,1334,3.0,0.0,76.2
Super built-up Area,1 Year,Hebbal,1 BHK,,473,2.0,2.0,25.65
Plot Area,6 months,Sadashivanagar,2 BHK,,1354,2.0,3.0,116.91
Carpet Area,Ready To Move,Mysore Road,3 BHK,,1554,3.0,1.0,65.0
Carpet Area,1 Year,BTM Layout,2 BHK,,1209,3.0,1.0,66.53
Carpet Area,Ready To Move,Brookefield,2 BHK,,934,2.0,2.0,58.75
Built-up Area,1 Year,JP Nagar,5 BHK,,2725,5.0,2.0,170.79
Plot Area,1 Year,HSR Layout,4 BHK,,2250,4.0,1.0,138.81
Carpet Area,1 Year,Bellandur,2 BHK,,1199,2.0,2.0,66.66
Plot Area,1 Year,Electronic City,2 BHK,,1162,2.0,3.0,57.12
Built-up Area,1 Year,Koramangala,4 BHK,,2261,5.0,2.0,151.89
Carpet Area,Ready To Move,Rajajinagar,4 BHK,,2759,5.0,2.0,160.08
Built-up Area,1 Year,JP Nagar,3 BHK,,1488,3.0,3.0,81.24
Super built-up Area,6 months,Sadashivanagar,3 BHK,,1468,4.0,1.0,126.95
Super built-up Area,1 Year,Indiranagar,2 BHK,,1256,2.0,1.0,96.73
Super built-up Area,6 months,Kanakapura Road,4 BHK,,1874,4.0,2.0,94.28
Plot Area,Ready To Move,Tumkur Road,3 BHK,,1712,4.0,1.0,66.65
Carpet Area,1 Year,Mysore Road,3 BHK,,1713,4.0,3.0,74.79
Carpet Area,1 Year,JP Nagar,1 BHK,,527,1.0,2.0,35.06
Built-up Area,6 months,Indiranagar,4 BHK,,2730,5.0,2.0,222.48
Built-up Area,1 Year,Brookefield,3 BHK,,1561,4.0,2.0,94.25
Super built-up Area,Ready To Move,Koramangala,2 BHK,,1044,2.0,0.0,83.32
Plot Area,Ready To Move,Yeshwanthpur,3 BHK,,1525,3.0,0.0,86.15
Plot Area,1 Year,Jayanagar,3 BHK,,1459,4.0,3.0,103.02
Built-up Area,6 months,JP Nagar,3 BHK,,1623,3.0,2.0,112.63
Built-up Area,Ready To Move,BTM Layout,3 BHK,,1860,3.0,3.0,115.14
Carpet Area,1 Year,Bannerghatta Road,3 BHK,,1906,4.0,0.0,99.14
Carpet Area,6 months,Brookefield,4 BHK,,2613,4.0,2.0,132.86
Built-up Area,6 months,Electronic City,1 BHK,,499,1.0,0.0,24.67
Carpet Area,Ready To Move,Rajajinagar,2 BHK,,917,2.0,2.0,57.3
Built-up Area,1 Year,Kanakapura Road,2 BHK,,1387,3.0,3.0,70.95
Plot Area,Ready To Move,Koramangala,3 BHK,,1360,3.0,3.0,106.81
Super built-up Area,6 months,Sadashivanagar,3 BHK,,2070,3.0,3.0,150.91
Built-up Area,Ready To Move,Tumkur Road,4 BHK,,2628,4.0,0.0,88.24
Built-up Area,1 Year,BTM Layout,3 BHK,,2034,3.0,3.0,115.57
Carpet Area,Ready To Move,Sarjapur Road,3 BHK,,1640,4.0,1.0,77.72
Built-up Area,6 months,Bannerghatta Road,5 BHK,,2496,6.0,1.0,150.71
Plot Area,Ready To Move,Kanakapura Road,2 BHK,,1203,2.0,3.0,59.89
Super built-up Area,6 months,Electronic City,4 BHK,,2541,5.0,3.0,143.55
Carpet Area,6 months,Yelahanka,2 BHK,,965,3.0,0.0,50.73
Plot Area,6 months,Devanahalli,3 BHK,,1948,4.0,2.0,86.91
Super built-up Area,Ready To Move,Horamavu,3 BHK,,1506,3.0,0.0,76.38
Carpet Area,1 Year,Sarjapur Road,3 BHK,,1718,3.0,0.0,105.2
Plot Area,6 months,Electronic City,2 BHK,,1328,3.0,3.0,73.18
Built-up Area,Ready To Move,Tumkur Road,2 BHK,,996,2.0,1.0,42.23
Carpet Area,6 months,Yelahanka,3 BHK,,1531,3.0,1.0,79.69
Built-up Area,Ready To Move,Hebbal,4 BHK,,1862,5.0,1.0,96.2
Carpet Area,6 months,Tumkur Road,2 BHK,,973,3.0,0.0,36.43
Super built-up Area,Ready To Move,Electronic City,4 BHK,,1946,4.0,1.0,100.25
Carpet Area,6 months,Hebbal,2 BHK,,1001,3.0,1.0,61.67
Carpet Area,6 months,Hennur,3 BHK,,1564,3.0,3.0,81.02
Plot Area,6 months,Horamavu,3 BHK,,1961,4.0,1.0,96.69
Carpet Area,1 Year,Bannerghatta Road,3 BHK,,2036,3.0,2.0,113.2
Super built-up Area,Ready To Move,Hebbal,5 BHK,,2757,5.0,3.0,143.47
Plot Area,1 Year,Hosur Road,3 BHK,,1446,3.0,2.0,62.52
Built-up Area,Ready To Move,Mysore Road,3 BHK,,1517,3.0,0.0,56.44
Carpet Area,6 months,Kengeri,1 BHK,,634,1.0,1.0,24.44
Super built-up Area,Ready To Move,Devanahalli,2 BHK,,1238,2.0,0.0,54.79
Super built-up Area,Ready To Move,Indiranagar,2 BHK,,1383,3.0,0.0,97.45
Carpet Area,6 months,Sadashivanagar,3 BHK,,1360,3.0,1.0,99.61
Carpet Area,6 months,Bannerghatta Road,2 BHK,,1275,3.0,3.0,67.55
Built-up Area,6 months,Koramangala,2 BHK,,1152,2.0,0.0,98.71
Built-up Area,Ready To Move,Bannerghatta Road,2 BHK,,1351,3.0,1.0,62.68
Built-up Area,6 months,Kanakapura Road,2 BHK,,1188,2.0,1.0,59.06
Built-up Area,6 months,Hebbal,2 BHK,,1123,2.0,2.0,65.85
Built-up Area,Ready To Move,Hebbal,4 BHK,,2465,4.0,0.0,132.6
Built-up Area,1 Year,Whitefield,3 BHK,,1975,3.0,0.0,117.88
Plot Area,Ready To Move,Sarjapur Road,3 BHK,,1561,4.0,1.0,95.73
Plot Area,Ready To Move,Sadashivanagar,3 BHK,,1430,4.0,2.0,123.82
Super built-up Area,Ready To Move,Kengeri,2 BHK,,1116,2.0,3.0,47.73
Plot Area,6 months,Yelahanka,4 BHK,,2014,4.0,2.0,109.16
Carpet Area,Ready To Move,Bannerghatta Road,2 BHK,,1114,2.0,0.0,65.56
Carpet Area,1 Year,Tumkur Road,2 BHK,,1395,2.0,2.0,46.53
Carpet Area,Ready To Move,Whitefield,3 BHK,,1780,4.0,0.0,111.66
Super built-up Area,Ready To Move,Kanakapura Road,2 BHK,,1246,2.0,3.0,63.63
Plot Area,6 months,Kanakapura Road,3 BHK,,1858,3.0,0.0,88.64
Carpet Area,6 months,Yelahanka,2 BHK,,1310,2.0,3.0,71.39
Plot Area,1 Year,JP Nagar,3 BHK,,2058,3.0,3.0,129.09
Carpet Area,Ready To Move,Hebbal,3 BHK,,1844,3.0,3.0,105.94
Built-up Area,Ready To Move,Rajajinagar,2 BHK,,1138,2.0,2.0,80.88
Plot Area,Ready To Move,Hebbal,3 BHK,,1588,3.0,3.0,96.25
Plot Area,Ready To Move,Brookefield,2 BHK,,1080,2.0,1.0,67.95
Carpet Area,Ready To Move,Vijayanagar,3 BHK,,1600,3.0,0.0,102.81
Plot Area,Ready To Move,Jayanagar,1 BHK,,531,2.0,0.0,41.9
Built-up Area,6 months,HSR Layout,3 BHK,,1870,3.0,0.0,149.71
Carpet Area,1 Year,Kanakapura Road,3 BHK,,1790,3.0,0.0,76.89
Built-up Area,Ready To Move,Sarjapur Road,2 BHK,,1000,2.0,3.0,60.41
Carpet Area,Ready To Move,Tumkur Road,5 BHK,,3462,5.0,2.0,125.67
Plot Area,6 months,Marathahalli,4 BHK,,2227,4.0,2.0,110.91
Carpet Area,Ready To Move,Electronic City,3 BHK,,1774,4.0,2.0,91.01
Super built-up Area,6 months,Rajajinagar,3 BHK,,1876,4.0,2.0,124.92
Carpet Area,1 Year,Hebbal,2 BHK,,1206,2.0,0.0,82.53
Plot Area,Ready To Move,Devanahalli,3 BHK,,1583,4.0,1.0,67.51
Built-up Area,1 Year,Brookefield,2 BHK,,1298,2.0,1.0,82.38
Built-up Area,Ready To Move,Kengeri,2 BHK,,955,2.0,2.0,33.79
Super built-up Area,1 Year,Malleswaram,5 BHK,,2961,6.0,0.0,248.98
Carpet Area,1 Year,Jayanagar,3 BHK,,1554,4.0,3.0,120.59
Carpet Area,Ready To Move,Jayanagar,2 BHK,,1207,3.0,2.0,92.64
Built-up Area,1 Year,Rajajinagar,2 BHK,,1008,2.0,3.0,65.08
Built-up Area,6 months,Vijayanagar,3 BHK,,1929,3.0,3.0,117.74
Plot Area,6 months,Hosur Road,1 BHK,,506,1.0,3.0,22.66
Super built-up Area,1 Year,Marathahalli,1 BHK,,672,2.0,1.0,40.24
Built-up Area,1 Year,Horamavu,1 BHK,,665,1.0,2.0,30.39
Carpet Area,6 months,HSR Layout,3 BHK,,1621,4.0,0.0,101.45
Built-up Area,Ready To Move,Koramangala,3 BHK,,1639,3.0,0.0,112.21
Plot Area,6 months,Bellandur,1 BHK,,625,1.0,0.0,35.09
Carpet Area,1 Year,Hebbal,3 BHK,,1417,4.0,2.0,97.26
Plot Area,6 months,Mysore Road,2 BHK,,940,3.0,1.0,38.41
Plot Area,Ready To Move,Yeshwanthpur,3 BHK,,1452,3.0,3.0,92.64
Plot Area,6 months,Marathahalli,5 BHK,,2953,6.0,0.0,169.89
Super built-up Area,Ready To Move,Koramangala,3 BHK,,1461,3.0,1.0,130.86
Carpet Area,1 Year,Hebbal,4 BHK,,2077,4.0,3.0,121.24
Carpet Area,6 months,Bellandur,4 BHK,,2446,5.0,3.0,124.08
Plot Area,6 months,Kanakapura Road,3 BHK,,1361,4.0,1.0,66.4
Super built-up Area,Ready To Move,Hennur,3 BHK,,1485,4.0,2.0,74.49
Built-up Area,6 months,JP Nagar,4 BHK,,2729,5.0,2.0,173.35
Carpet Area,6 months,Hennur,2 BHK,,1231,3.0,1.0,55.14
Built-up Area,Ready To Move,Bannerghatta Road,2 BHK,,1052,3.0,3.0,51.5
Carpet Area,6 months,Koramangala,4 BHK,,1845,4.0,0.0,144.52
Plot Area,Ready To Move,Tumkur Road,3 BHK,,1789,4.0,0.0,71.84
Carpet Area,1 Year,Sadashivanagar,2 BHK,,1011,3.0,2.0,88.49
Plot Area,6 months,Hebbal,2 BHK,,1380,2.0,0.0,82.26
Carpet Area,Ready To Move,Indiranagar,3 BHK,,1865,3.0,3.0,152.86
Plot Area,Ready To Move,Yelahanka,3 BHK,,2080,3.0,1.0,90.85
Built-up Area,6 months,Sarjapur Road,3 BHK,,1986,4.0,3.0,113.54
Built-up Area,Ready To Move,Kengeri,3 BHK,,1712,3.0,0.0,74.21
Built-up Area,1 Year,Hosur Road,3 BHK,,1852,4.0,3.0,71.13
Carpet Area,1 Year,Marathahalli,3 BHK,,1959,3.0,2.0,102.61
Super built-up Area,6 months,Jayanagar,3 BHK,,1783,3.0,1.0,112.67
Built-up Area,1 Year,JP Nagar,3 BHK,,1396,4.0,1.0,101.09
Carpet Area,6 months,Koramangala,3 BHK,,1702,3.0,0.0,137.79
Plot Area,6 months,Tumkur Road,2 BHK,,965,2.0,0.0,36.53
Super built-up Area,Ready To Move,Tumkur Road,2 BHK,,1257,2.0,3.0,47.55
Super built-up Area,Ready To Move,BTM Layout,5 BHK,,3100,6.0,3.0,214.58
Super built-up Area,Ready To Move,Hosur Road,2 BHK,,1396,3.0,1.0,65.83
Built-up Area,Ready To Move,Electronic City,2 BHK,,1214,3.0,2.0,54.12
Built-up Area,6 months,Mysore Road,3 BHK,,1950,4.0,2.0,77.75
Built-up Area,Ready To Move,Basaveshwara Nagar,4 BHK,,2068,4.0,0.0,151.07
Built-up Area,Ready To Move,HSR Layout,2 BHK,,1070,2.0,2.0,72.92
Plot Area,1 Year,Uttarahalli,2 BHK,,1358,2.0,1.0,50.7
Carpet Area,6 months,HSR Layout,1 BHK,,638,1.0,2.0,51.06
Super built-up Area,1 Year,Horamavu,3 BHK,,1841,3.0,1.0,93.67
Carpet Area,1 Year,HSR Layout,2 BHK,,1027,2.0,0.0,81.12
Super built-up Area,1 Year,Kanakapura Road,2 BHK,,1249,3.0,3.0,49.99
Super built-up Area,Ready To Move,Hennur,2 BHK,,1343,2.0,2.0,58.4
Super built-up Area,6 months,Yeshwanthpur,4 BHK,,2030,5.0,1.0,116.69
Super built-up Area,1 Year,Basaveshwara Nagar,2 BHK,,1253,3.0,0.0,93.0
Plot Area,1 Year,Hennur,2 BHK,,1096,3.0,1.0,55.47
Plot Area,6 months,Jayanagar,3 BHK,,1439,4.0,2.0,114.48
Super built-up Area,Ready To Move,Basaveshwara Nagar,5 BHK,,3204,6.0,1.0,243.57
Super built-up Area,1 Year,Whitefield,3 BHK,,1475,3.0,0.0,93.56
Built-up Area,6 months,Basaveshwara Nagar,5 BHK,,2566,5.0,0.0,160.83
Super built-up Area,Ready To Move,Devanahalli,4 BHK,,2582,4.0,3.0,103.28
Carpet Area,Ready To Move,Sadashivanagar,1 BHK,,635,1.0,3.0,51.89
Plot Area,Ready To Move,Kanakapura Road,3 BHK,,1540,4.0,2.0,65.21
Carpet Area,Ready To Move,Horamavu,2 BHK,,1370,3.0,0.0,57.01
Built-up Area,Ready To Move,Horamavu,3 BHK,,1511,4.0,2.0,73.15
Plot Area,6 months,Bellandur,2 BHK,,1396,2.0,0.0,70.25
Built-up Area,Ready To Move,BTM Layout,2 BHK,,1268,3.0,2.0,82.31
Built-up Area,1 Year,Mysore Road,4 BHK,,2192,4.0,0.0,97.39
Carpet Area,6 months,Yeshwanthpur,2 BHK,,965,3.0,2.0,49.1
Super built-up Area,1 Year,HSR Layout,4 BHK,,2120,4.0,1.0,128.43
Plot Area,1 Year,Kanakapura Road,1 BHK,,498,1.0,3.0,20.97
Plot Area,Ready To Move,Indiranagar,1 BHK,,605,1.0,1.0,44.72
Super built-up Area,Ready To Move,Uttarahalli,4 BHK,,2156,5.0,3.0,87.46
Carpet Area,6 months,Mysore Road,3 BHK,,1571,3.0,2.0,66.97
Built-up Area,6 months,Yeshwanthpur,3 BHK,,1917,3.0,0.0,116.66
Carpet Area,1 Year,Marathahalli,2 BHK,,1015,3.0,0.0,54.65
Built-up Area,Ready To Move,Mysore Road,3 BHK,,1790,4.0,2.0,72.46
Plot Area,Ready To Move,Rajajinagar,3 BHK,,1495,3.0,0.0,105.15
Super built-up Area,1 Year,Whitefield,3 BHK,,1886,4.0,2.0,97.73
Super built-up Area,Ready To Move,Sarjapur Road,3 BHK,,1818,3.0,1.0,90.21
Plot Area,6 months,BTM Layout,5 BHK,,3247,5.0,2.0,220.36
Built-up Area,1 Year,BTM Layout,3 BHK,,1401,3.0,0.0,81.08
Carpet Area,Ready To Move,Kengeri,4 BHK,,2010,4.0,0.0,88.76
Built-up Area,1 Year,Rajajinagar,3 BHK,,1465,3.0,2.0,91.5
Super built-up Area,Ready To Move,Devanahalli,3 BHK,,1492,3.0,2.0,55.01
Carpet Area,Ready To Move,Malleswaram,1 BHK,,475,1.0,2.0,36.34
Carpet Area,Ready To Move,Devanahalli,2 BHK,,1181,3.0,2.0,56.43
Built-up Area,6 months,Koramangala,4 BHK,,2393,5.0,3.0,206.5
Built-up Area,1 Year,Bellandur,2 BHK,,1321,2.0,3.0,71.55
Built-up Area,6 months,Koramangala,2 BHK,,1108,2.0,1.0,97.99
Carpet Area,6 months,Mysore Road,2 BHK,,1166,3.0,3.0,46.94
Plot Area,1 Year,HSR Layout,2 BHK,,1395,3.0,0.0,84.14
Carpet Area,1 Year,Hennur,4 BHK,,2331,5.0,3.0,94.54
Super built-up Area,Ready To Move,Indiranagar,4 BHK,,2373,4.0,3.0,191.35
Plot Area,Ready To Move,Hebbal,3 BHK,,2096,3.0,0.0,129.1
Plot Area,1 Year,JP Nagar,1 BHK,,698,2.0,3.0,38.43
Built-up Area,Ready To Move,Marathahalli,3 BHK,,1668,3.0,2.0,105.71
Carpet Area,Ready To Move,BTM Layout,3 BHK,,1826,4.0,3.0,118.19
Super built-up Area,1 Year,Malleswaram,5 BHK,,2851,6.0,3.0,237.81
Carpet Area,6 months,Mysore Road,3 BHK,,1890,3.0,3.0,78.47
Built-up Area,1 Year,Mysore Road,2 BHK,,1369,2.0,2.0,58.16
Carpet Area,1 Year,Rajajinagar,3 BHK,,1582,4.0,2.0,103.19
Super built-up Area,6 months,Uttarahalli,5 BHK,,3273,5.0,1.0,136.58
Built-up Area,Ready To Move,Koramangala,3 BHK,,1841,3.0,1.0,165.78
Carpet Area,6 months,BTM Layout,3 BHK,,1560,4.0,2.0,98.97
Super built-up Area,6 months,Bellandur,2 BHK,,1298,3.0,0.0,72.33
Super built-up Area,1 Year,Uttarahalli,3 BHK,,1670,3.0,1.0,61.87
Built-up Area,Ready To Move,Basaveshwara Nagar,3 BHK,,1440,3.0,3.0,110.71
Built-up Area,Ready To Move,Rajajinagar,2 BHK,,1396,3.0,3.0,85.33
Plot Area,6 months,Kanakapura Road,3 BHK,,1669,4.0,3.0,82.0
Plot Area,1 Year,Indiranagar,2 BHK,,1170,3.0,0.0,93.78
Super built-up Area,6 months,Hennur,2 BHK,,1303,3.0,1.0,60.53
Built-up Area,Ready To Move,Hosur Road,1 BHK,,690,1.0,2.0,33.36
Built-up Area,Ready To Move,Yeshwanthpur,2 BHK,,1336,2.0,2.0,69.9
Carpet Area,1 Year,Sadashivanagar,3 BHK,,1743,3.0,0.0,147.52
Carpet Area,1 Year,Tumkur Road,1 BHK,,586,1.0,2.0,19.29
Carpet Area,6 months,Mysore Road,2 BHK,,1040,2.0,0.0,44.27
Carpet Area,1 Year,Vijayanagar,4 BHK,,2262,4.0,2.0,110.38
Plot Area,6 months,BTM Layout,3 BHK,,2060,4.0,2.0,109.65
Carpet Area,1 Year,Yelahanka,3 BHK,,1895,4.0,0.0,103.51
Built-up Area,6 months,Electronic City,2 BHK,,905,3.0,2.0,44.03
Super built-up Area,Ready To Move,Kanakapura Road,3 BHK,,1437,3.0,1.0,58.86
Super built-up Area,Ready To Move,Uttarahalli,2 BHK,,1361,2.0,2.0,55.39
Super built-up Area,Ready To Move,Sarjapur Road,4 BHK,,2648,4.0,3.0,143.82
Plot Area,Ready To Move,Kengeri,2 BHK,,1143,3.0,0.0,45.05
Super built-up Area,Ready To Move,Brookefield,3 BHK,,1812,3.0,2.0,114.32
Plot Area,Ready To Move,Electronic City,2 BHK,,1044,2.0,1.0,55.55
Plot Area,1 Year,Indiranagar,3 BHK,,1944,3.0,2.0,141.01
Super built-up Area,1 Year,Kanakapura Road,3 BHK,,1802,4.0,2.0,82.81
Plot Area,1 Year,Whitefield,3 BHK,,1871,4.0,3.0,95.95
Carpet Area,6 months,Devanahalli,2 BHK,,1087,3.0,1.0,42.91
Carpet Area,1 Year,Tumkur Road,3 BHK,,1672,3.0,2.0,71.82
Carpet Area,1 Year,Sarjapur Road,5 BHK,,2509,5.0,2.0,133.94
Plot Area,6 months,BTM Layout,4 BHK,,2748,4.0,3.0,186.58
Carpet Area,6 months,Koramangala,1 BHK,,686,1.0,0.0,48.61
Super built-up Area,Ready To Move,Mysore Road,2 BHK,,1308,2.0,0.0,48.29
Super built-up Area,1 Year,Indiranagar,4 BHK,,2735,4.0,0.0,211.75
Plot Area,1 Year,Hennur,3 BHK,,1848,3.0,3.0,83.82
Plot Area,6 months,Brookefield,3 BHK,,1525,3.0,0.0,92.09
Carpet Area,Ready To Move,Sadashivanagar,4 BHK,,2560,4.0,1.0,225.41
Built-up Area,1 Year,Yeshwanthpur,4 BHK,,2125,5.0,0.0,126.3
Super built-up Area,6 months,Horamavu,3 BHK,,1680,4.0,0.0,77.92
Built-up Area,6 months,BTM Layout,2 BHK,,1037,3.0,2.0,67.39
Carpet Area,1 Year,Yeshwanthpur,2 BHK,,1111,2.0,1.0,72.65
Plot Area,6 months,Yelahanka,3 BHK,,1859,3.0,3.0,89.67
Carpet Area,6 months,Kanakapura Road,2 BHK,,955,3.0,1.0,46.88
Built-up Area,1 Year,Bannerghatta Road,2 BHK,,952,2.0,0.0,51.33
Carpet Area,Ready To Move,Tumkur Road,2 BHK,,1241,3.0,2.0,50.63
Plot Area,1 Year,Bellandur,2 BHK,,1289,2.0,3.0,83.89
Built-up Area,Ready To Move,Brookefield,3 BHK,,1763,4.0,1.0,85.25
Carpet Area,6 months,Hennur,3 BHK,,1486,4.0,1.0,71.2
Plot Area,1 Year,Mysore Road,3 BHK,,1673,4.0,0.0,77.7
Carpet Area,1 Year,Vijayanagar,2 BHK,,1279,3.0,0.0,71.86
Carpet Area,Ready To Move,Bannerghatta Road,4 BHK,,2485,4.0,3.0,148.86
Plot Area,6 months,BTM Layout,1 BHK,,477,1.0,0.0,26.25
Plot Area,1 Year,Kanakapura Road,3 BHK,,2076,3.0,2.0,96.34
Carpet Area,1 Year,Bellandur,4 BHK,,2023,4.0,3.0,131.49
Super built-up Area,6 months,Horamavu,2 BHK,,1010,2.0,0.0,44.52
Carpet Area,Ready To Move,Uttarahalli,3 BHK,,1694,3.0,3.0,66.82
Plot Area,1 Year,Marathahalli,4 BHK,,2127,5.0,1.0,104.64
Super built-up Area,6 months,Indiranagar,2 BHK,,1391,2.0,3.0,97.2
Plot Area,1 Year,Mysore Road,3 BHK,,1407,3.0,1.0,56.45
Carpet Area,1 Year,Yeshwanthpur,3 BHK,,1579,3.0,3.0,101.89
Built-up Area,1 Year,Vijayanagar,2 BHK,,1091,2.0,0.0,69.31
Plot Area,Ready To Move,Sadashivanagar,4 BHK,,2293,4.0,1.0,205.38
Plot Area,6 months,Tumkur Road,4 BHK,,1816,5.0,3.0,76.26
Built-up Area,1 Year,Devanahalli,3 BHK,,1411,3.0,2.0,64.57
Plot Area,1 Year,Indiranagar,2 BHK,,1028,2.0,0.0,88.3
Plot Area,1 Year,Uttarahalli,1 BHK,,588,1.0,3.0,25.16
Plot Area,Ready To Move,Bellandur,3 BHK,,1925,3.0,3.0,112.79
Built-up Area,1 Year,BTM Layout,1 BHK,,621,2.0,1.0,37.25
Carpet Area,6 months,Brookefield,3 BHK,,1775,3.0,1.0,89.63
Plot Area,Ready To Move,Hosur Road,3 BHK,,1647,3.0,0.0,81.76
Super built-up Area,6 months,Bellandur,3 BHK,,2003,3.0,1.0,101.17
Carpet Area,1 Year,Marathahalli,3 BHK,,1694,4.0,3.0,88.64
Carpet Area,1 Year,Hennur,2 BHK,,1049,2.0,3.0,49.86
Super built-up Area,Ready To Move,Hosur Road,2 BHK,,1214,3.0,1.0,62.36
Super built-up Area,1 Year,Yeshwanthpur,2 BHK,,1246,2.0,0.0,79.14
Super built-up Area,6 months,Uttarahalli,3 BHK,,1648,3.0,2.0,62.69
Built-up Area,6 months,HSR Layout,3 BHK,,1371,4.0,3.0,101.77
Plot Area,6 months,JP Nagar,3 BHK,,1420,3.0,3.0,101.04
Carpet Area,1 Year,Sarjapur Road,3 BHK,,1984,3.0,1.0,108.39
Super built-up Area,1 Year,Yelahanka,5 BHK,,2320,5.0,2.0,113.53
Plot Area,Ready To Move,Brookefield,2 BHK,,1196,2.0,3.0,68.34
Plot Area,Ready To Move,Tumkur Road,1 BHK,,495,2.0,2.0,17.86
Built-up Area,6 months,Basaveshwara Nagar,2 BHK,,1014,2.0,2.0,76.81
Carpet Area,6 months,Basaveshwara Nagar,3 BHK,,1555,4.0,3.0,114.32
Plot Area,Ready To Move,Vijayanagar,2 BHK,,919,2.0,2.0,54.88
Super built-up Area,Ready To Move,Vijayanagar,4 BHK,,1977,4.0,2.0,114.18
Super built-up Area,6 months,Koramangala,3 BHK,,1837,4.0,1.0,165.04
Built-up Area,Ready To Move,Sadashivanagar,4 BHK,,2298,4.0,1.0,184.56
Super built-up Area,1 Year,Bannerghatta Road,4 BHK,,2597,4.0,2.0,131.11
Super built-up Area,1 Year,Rajajinagar,1 BHK,,465,1.0,0.0,28.96
Built-up Area,Ready To Move,Hebbal,3 BHK,,2016,3.0,2.0,131.36
Built-up Area,Ready To Move,Hennur,3 BHK,,2097,4.0,3.0,107.92
Super built-up Area,1 Year,Bannerghatta Road,2 BHK,,907,2.0,0.0,50.4
Carpet Area,1 Year,Vijayanagar,2 BHK,,1383,2.0,1.0,81.34
Carpet Area,6 months,Horamavu,3 BHK,,1526,4.0,0.0,65.56
Built-up Area,Ready To Move,Hosur Road,2 BHK,,1246,2.0,1.0,48.33
Carpet Area,1 Year,Horamavu,3 BHK,,1569,3.0,0.0,65.39
Carpet Area,Ready To Move,Bellandur,3 BHK,,1741,3.0,2.0,104.42
Carpet Area,1 Year,BTM Layout,1 BHK,,577,2.0,1.0,38.34
Built-up Area,1 Year,Sarjapur Road,3 BHK,,1620,4.0,3.0,94.75
Carpet Area,Ready To Move,Rajajinagar,2 BHK,,1258,3.0,0.0,76.75
Super built-up Area,6 months,Hebbal,3 BHK,,1799,3.0,2.0,94.58
